"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","adjP","Pathway","DEgenesInCat"
"164","R-HSA-6783310","0.1266","0.9517","5","39","1","Fanconi Anemia Pathway","ERCC4::FANCD2::FANCI::DCLRE1B::UBB"
"165","R-HSA-170834","0.1268","0.9385","8","73","1","Signaling by TGF-beta Receptor Complex","NEDD4L::FURIN::PARD6A::PARD3::UBB::CCNK::MTMR4::USP15"
"166","R-HSA-983231","0.131","0.9204","15","159","1","Factors involved in megakaryocyte development and platelet production","KIF20A::CDK5::TUBA1B::TUBA3E::VPS45::KIF1B::SIN3A::IFNA6::IFNA8::KIF5A::KIF22::DOCK10::PRKACG::RAD51B::H3C12"
"167","R-HSA-5083628","0.1327","0.9953","1","2","1","Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3","DAG1"
"168","R-HSA-5602566","0.1327","0.9953","1","2","1","TICAM1 deficiency - HSE","TLR3"
"169","R-HSA-8854521","0.1327","0.9953","1","2","1","Interaction between PHLDA1 and AURKA","PHLDA1"
"170","R-HSA-5602415","0.1327","0.9953","1","2","1","UNC93B1 deficiency - HSE","TLR3"
"171","R-HSA-5652227","0.1327","0.9953","1","2","1","Fructose biosynthesis","AKR1B1"
"172","R-HSA-5619113","0.1327","0.9953","1","2","1","Defective SLC3A1 causes cystinuria (CSNU)","SLC7A9"
"173","R-HSA-5660883","0.1327","0.9953","1","2","1","Defective SLC7A9 causes cystinuria (CSNU)","SLC7A9"
"174","R-HSA-9025046","0.1327","0.9953","1","2","1","NTF3 activates NTRK2 (TRKB) signaling","NTF3"
"175","R-HSA-168268","0.1327","0.9953","1","2","1","Virus Assembly and Release","CANX"
"176","R-HSA-168316","0.1327","0.9953","1","2","1","Assembly of Viral Components at the Budding Site","CANX"
"177","R-HSA-9034013","0.1327","0.9953","1","2","1","NTF3 activates NTRK3 signaling","NTF3"
"178","R-HSA-9026357","0.1327","0.9953","1","2","1","NTF4 activates NTRK2 (TRKB) signaling","NTF4"
"179","R-HSA-203754","0.1327","0.9953","1","2","1","NOSIP mediated eNOS trafficking","NOSIP"
"180","R-HSA-166020","0.1327","0.9953","1","2","1","Transfer of LPS from LBP carrier to CD14","CD14"
"181","R-HSA-3359485","0.1327","0.9953","1","2","1","Defective CD320 causes methylmalonic aciduria","CD320"
"182","R-HSA-9645722","0.1327","0.9953","1","2","1","Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function","C1QBP"
"183","R-HSA-9645723","0.1327","0.9953","1","2","1","Diseases of Programmed Cell Death","C1QBP"
"184","R-HSA-68875","0.134","0.9257","11","110","1","Mitotic Prophase","SMC2::ENSA::PHF8::NCAPD3::NUP88::PPP2CA::PPP2R1A::NUP133::H2AC18::H3C12::NUP58"
"185","R-HSA-112310","0.1353","0.9417","6","51","1","Neurotransmitter release cycle","CPLX1::CHAT::SLC38A2::SLC6A13::SYN3::CASK"
"186","R-HSA-5653656","0.1361","0.8943","53","663","1","Vesicle-mediated transport","KIF20A::TUBA1B::DCTN6::KDELR1::YWHAQ::TUBA3E::VPS45::TBC1D16::AP1S3::SYT9::DYNC1I2::CTTN::COG2::KIF1B::STAB1::BLOC1S6::GJB1::CHMP2A::GOLIM4::SSC5D::GRB2::SH3KBP1::HPR::MIA3::KIF5A::KIF22::MAN2A1::VPS54::NBAS::TBC1D13::TBC1D2::ACTR10::MAN1C1::RALGAPB::GJC2::RAB27B::EXOC4::SCOC::BICD1::BNIP1::STX5::SURF4::TPD52L1::UBB::YWHAH::YWHAZ::ANKRD27::MARCO::NAPA::SEC22C::CD4::SEC24C::SEC24D"
"187","R-HSA-5675221","0.1371","0.9463","5","40","1","Negative regulation of MAPK pathway","MARK3::PPP2CA::PPP2R1A::PPP5C::UBB"
"188","R-HSA-5654741","0.1371","0.9463","5","40","1","Signaling by FGFR3","GRB2::PPP2CA::PPP2R1A::UBB::FGF17"
"189","R-HSA-176407","0.1381","0.9626","3","19","1","Conversion from APC C-Cdc20 to APC C-Cdh1 in late anaphase","CDC26::ANAPC11::CDC14A"
"190","R-HSA-392851","0.1381","0.9626","3","19","1","Prostacyclin signalling through prostacyclin receptor","GNG5::GNG7::GNG13"
"191","R-HSA-202427","0.1381","0.9626","3","19","1","Phosphorylation of CD3 and TCR zeta chains","HLA-DQB2::PTPRC::CD4"
"192","R-HSA-2500257","0.1382","0.9207","12","123","1","Resolution of Sister Chromatid Cohesion","TUBA1B::CENPC::TUBA3E::DYNC1I2::CENPP::CDCA8::PPP2CA::PPP2R1A::NUP133::RCC2::CENPH::MIS12"
"193","R-HSA-6796648","0.1398","0.9345","7","63","1","TP53 Regulates Transcription of DNA Repair Genes","CHEK1::FANCD2::FOS::POLR2I::POLR2L::FANCI::CCNK"
"194","R-HSA-9033241","0.1398","0.9345","7","63","1","Peroxisomal protein import","CRAT::NUDT7::ACOX1::PEX2::UBB::ACOX3::AGPS"
"195","R-HSA-5663220","0.1416","0.9164","13","136","1","RHO GTPases Activate Formins","TUBA1B::CENPC::TUBA3E::DYNC1I2::DAAM1::CENPP::CDCA8::PPP2CA::PPP2R1A::NUP133::RCC2::CENPH::MIS12"
"196","R-HSA-190236","0.1421","0.9257","9","87","1","Signaling by FGFR","GRB2::HNRNPF::POLR2I::POLR2L::PPP2CA::PPP2R1A::TIAL1::UBB::FGF17"
"197","R-HSA-72172","0.144","0.9082","17","187","1","mRNA Splicing","HNRNPR::USP39::RNPS1::DNAJC8::SF3B3::FUS::HNRNPF::HNRNPK::LSM7::POLR2I::POLR2L::SUGP1::TRA2B::SNRPD3::SNRPF::U2AF1::EIF4A3"
"198","R-HSA-445717","0.1446","0.9364","6","52","1","Aquaporin-mediated transport","GNG5::GNG7::AQP3::MYO5B::GNG13::PRKACG"
"199","R-HSA-425381","0.1471","0.9731","2","10","1","Bicarbonate transporters","SLC4A1::SLC4A4"
"200","R-HSA-8875656","0.1471","0.9731","2","10","1","MET receptor recycling","CRK::GRB2"
"201","R-HSA-937042","0.1471","0.9731","2","10","1","IRAK2 mediated activation of TAK1 complex","TAB2::UBB"
"202","R-HSA-975578","0.1471","0.9731","2","10","1","Reactions specific to the complex N-glycan synthesis pathway","LHB::MAN2A1"
"203","R-HSA-450341","0.1471","0.9731","2","10","1","Activation of the AP-1 family of transcription factors","FOS::MAPK11"
"204","R-HSA-381183","0.1471","0.9731","2","10","1","ATF6 (ATF6-alpha) activates chaperone genes","ATF4::NFYB"
"205","R-HSA-111367","0.1471","0.9731","2","10","1","SLBP independent Processing of Histone Pre-mRNAs","SNRPD3::SNRPF"
"206","R-HSA-8964058","0.1471","0.9731","2","10","1","HDL remodeling","LCAT::ABCG1"
"207","R-HSA-8875878","0.1479","0.9406","5","41","1","MET promotes cell motility","LAMC3::CRK::GRB2::LAMB1::LAMB2"
"208","R-HSA-2426168","0.1479","0.9406","5","41","1","Activation of gene expression by SREBF (SREBP)","NCOA6::HMGCR::NFYB::TBL1X::TGS1"
"209","R-HSA-186712","0.1479","0.9406","5","41","1","Regulation of beta-cell development","NR5A2::FOXA2::HNF4G::INSM1::NKX6-1"
"210","R-HSA-5654743","0.1479","0.9406","5","41","1","Signaling by FGFR4","GRB2::PPP2CA::PPP2R1A::UBB::FGF17"
"211","R-HSA-373076","0.1479","0.8955","27","318","1","Class A 1 (Rhodopsin-like receptors)","LTB4R::TAAR1::ADRA1A::DRD2::F2R::FPR3::CXCL2::HCRTR1::HRH1::HTR1F::HTR5A::QRFP::LHB::CXCL9::MLN::NPY2R::NTS::OPRM1::PPBP::NPY4R::SUCNR1::NMUR2::PTAFR::RGR::CXCL6::PROK1::GALR3"
"212","R-HSA-9614085","0.1482","0.9294","7","64","1","FOXO-mediated transcription","CITED2::YWHAQ::FOXO3::SIN3A::MSTN::NFYB::YWHAZ"
"213","R-HSA-8868773","0.1488","0.9047","17","188","1","rRNA processing in the nucleus and cytosol","MPHOSPH10::FBL::EXOSC7::RPL13A::RPL36::PELP1::RRP7A::NHP2::RIOK2::EXOSC5::RPS5::RPS21::BYSL::NOC4L::UTP15::LTV1::RRP9"
"214","R-HSA-1606322","0.1546","0.9557","3","20","1","ZBP1(DAI) mediated induction of type I IFNs","NKIRAS2::NFKB2::TLR3"
"215","R-HSA-167044","0.1546","0.9557","3","20","1","Signalling to RAS","GRB2::MAPK11::RALGDS"
"216","R-HSA-418217","0.1546","0.9557","3","20","1","G beta-gamma signalling through PLC beta","GNG5::GNG7::GNG13"
"217","R-HSA-8964616","0.1546","0.9557","3","20","1","G beta-gamma signalling through CDC42","GNG5::GNG7::GNG13"
"218","R-HSA-381771","0.1546","0.9557","3","20","1","Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)","CDX2::SEC11A::GNG13"
"219","R-HSA-416476","0.1548","0.8976","19","215","1","G alpha (q) signalling events","LTB4R::ADRA1A::F2R::GNG5::GNG7::GRB2::HCRTR1::HRH1::QRFP::MLN::NTS::GNG13::PRKCE::NMUR2::PTAFR::DAGLA::PROK1::CASR::GNA14"
"220","R-HSA-6804756","0.1567","0.9163","9","89","1","Regulation of TP53 Activity through Phosphorylation","CDK5::CHEK1::PLK3::NOC2L::PIN1::PRKAA1::MAPK11::UBB::EXO1"
"221","R-HSA-877300","0.1567","0.9163","9","89","1","Interferon gamma signaling","GBP4::HLA-DQB2::IFNGR2::JAK1::OAS3::TRIM17::PTAFR::SP100::TRIM14"
"222","R-HSA-2299718","0.159","0.9346","5","42","1","Condensation of Prophase Chromosomes","SMC2::PHF8::NCAPD3::H2AC18::H3C12"
"223","R-HSA-450282","0.1607","0.9419","4","31","1","MAPK targets  Nuclear events mediated by MAP kinases","FOS::PPP2CA::PPP2R1A::MAPK11"
"224","R-HSA-170822","0.1607","0.9419","4","31","1","Regulation of Glucokinase by Glucokinase Regulatory Protein","GCKR::NUP88::NUP133::NUP58"
"225","R-HSA-5619107","0.1607","0.9419","4","31","1","Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)","GCKR::NUP88::NUP133::NUP58"
"226","R-HSA-445989","0.1607","0.9419","4","31","1","TAK1 activates NFkB by phosphorylation and activation of IKKs complex","TAB2::NKIRAS2::NFKB2::UBB"
"227","R-HSA-8949613","0.1607","0.9419","4","31","1","Cristae formation","MICOS10::ATP5F1A::CHCHD3::TMEM11"
"228","R-HSA-556833","0.1623","0.871","57","728","1","Metabolism of lipids","CHAT::OSBPL1A::OSBPL5::PLA2G4E::PRXL2B::CRAT::PTGR2::PLB1::CYP1B1::DBI::SPTSSB::DECR1::FAAH::ALDH3B1::FHL2::NCOA6::AKR1B1::RGL1::KDSR::SUMF2::SIN3A::NUDT7::CERS2::PLA2G2E::HMGCR::ARSI::LHB::CYP4F3::ARSD::NFYB::PNPLA8::ACOX1::ABHD5::GDE1::MED15::ACOXL::PPT1::PRKACG::STARD7::PTGS1::TBL1X::LPCAT1::ACOX3::PITPNM3::PIP5K1A::MCEE::MIGA2::AGPS::MTMR3::MTMR4::MED23::PCYT1B::MED20::NR1D1::SEC24C::TGS1::SEC24D"
"229","R-HSA-6791226","0.1633","0.8954","16","178","1","Major pathway of rRNA processing in the nucleolus and cytosol","MPHOSPH10::FBL::EXOSC7::RPL13A::RPL36::PELP1::RRP7A::RIOK2::EXOSC5::RPS5::RPS21::BYSL::NOC4L::UTP15::LTV1::RRP9"
"230","R-HSA-3371497","0.1642","0.925","6","54","1","HSP90 chaperone cycle for steroid hormone receptors (SHR)","TUBA1B::DCTN6::TUBA3E::DYNC1I2::FKBP4::ACTR10"
"231","R-HSA-168325","0.1705","0.9281","5","43","1","Viral Messenger RNA Synthesis","NUP88::POLR2I::POLR2L::NUP133::NUP58"
"232","R-HSA-210745","0.1717","0.9481","3","21","1","Regulation of gene expression in beta cells","FOXA2::HNF4G::NKX6-1"
"233","R-HSA-6804115","0.1717","0.9481","3","21","1","TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain","PLK3::CNOT1::CNOT11"
"234","R-HSA-416572","0.1717","0.9481","3","21","1","Sema4D induced cell migration and growth-cone collapse","ARHGEF12::MYH14::ARHGEF11"
"235","R-HSA-6807004","0.1717","0.9481","3","21","1","Negative regulation of MET activity","GRB2::SH3KBP1::UBB"
"236","R-HSA-500657","0.1717","0.9481","3","21","1","Presynaptic function of Kainate receptors","GNG5::GNG7::GNG13"
"237","R-HSA-389977","0.1717","0.9481","3","21","1","Post-chaperonin tubulin folding pathway","TUBA1B::TUBA3E::TBCB"
"238","R-HSA-168164","0.172","0.9061","9","91","1","Toll Like Receptor 3 (TLR3) Cascade","TAB2::FOS::NKIRAS2::NFKB2::PPP2CA::PPP2R1A::MAPK11::TLR3::UBB"
"239","R-HSA-8851805","0.172","0.9648","2","11","1","MET activates RAS signaling","RANBP9::GRB2"
"240","R-HSA-9013700","0.172","0.9648","2","11","1","NOTCH4 Activation and Transmission of Signal to the Nucleus","NOTCH4::YWHAZ"
"241","R-HSA-9028731","0.172","0.9648","2","11","1","Activated NTRK2 signals through FRS2 and FRS3","GRB2::NTF4"
"242","R-HSA-9020956","0.172","0.9648","2","11","1","Interleukin-27 signaling","JAK1::CANX"
"243","R-HSA-8875555","0.172","0.9648","2","11","1","MET activates RAP1 and RAC1","CRK::GRB2"
"244","R-HSA-9645460","0.172","0.9648","2","11","1","Alpha-protein kinase 1 signaling pathway","TAB2::UBB"
"245","R-HSA-189085","0.172","0.9648","2","11","1","Digestion of dietary carbohydrate","CHIA::AMY2B"
"246","R-HSA-9013973","0.172","0.9648","2","11","1","TICAM1-dependent activation of IRF3 IRF7","TLR3::UBB"
"247","R-HSA-77588","0.172","0.9648","2","11","1","SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs","SNRPD3::SNRPF"
"248","R-HSA-6806834","0.1741","0.9087","8","79","1","Signaling by MET","RANBP9::LAMC3::CRK::GRB2::SH3KBP1::LAMB1::LAMB2::UBB"
"249","R-HSA-5694530","0.1744","0.9349","4","32","1","Cargo concentration in the ER","MIA3::STX5::SEC24C::SEC24D"
"250","R-HSA-392518","0.1744","0.9349","4","32","1","Signal amplification","GNG5::GNG7::GNG13::GNA14"
"251","R-HSA-5656169","0.1744","0.9349","4","32","1","Termination of translesion DNA synthesis","USP43::UBB::UBA7::PCLAF"
"252","R-HSA-199991","0.1784","0.8595","49","624","1","Membrane Trafficking","KIF20A::TUBA1B::DCTN6::KDELR1::YWHAQ::TUBA3E::VPS45::TBC1D16::AP1S3::SYT9::DYNC1I2::CTTN::COG2::KIF1B::BLOC1S6::GJB1::CHMP2A::GOLIM4::GRB2::SH3KBP1::MIA3::KIF5A::KIF22::MAN2A1::VPS54::NBAS::TBC1D13::TBC1D2::ACTR10::MAN1C1::RALGAPB::GJC2::RAB27B::EXOC4::SCOC::BICD1::BNIP1::STX5::SURF4::TPD52L1::UBB::YWHAH::YWHAZ::ANKRD27::NAPA::SEC22C::CD4::SEC24C::SEC24D"
"253","R-HSA-425397","0.1822","0.9214","5","44","1","Transport of vitamins, nucleosides, and related molecules","SLC35D2::SLC29A4::SLC35D1::SLC27A6::SLC35B4"
"254","R-HSA-416482","0.1827","0.903","8","80","1","G alpha (12 13) signalling events","ADRA1A::ARHGEF9::ARHGEF12::ARHGEF16::GNG5::GNG7::GNG13::ARHGEF11"
"255","R-HSA-2151201","0.1848","0.9125","6","56","1","Transcriptional activation of mitochondrial biogenesis","NCOA6::GABPA::GABPB1::TBL1X::NR1D1::TGS1"
"256","R-HSA-180910","0.1884","0.9274","4","33","1","Vpr-mediated nuclear import of PICs","PSIP1::NUP88::NUP133::NUP58"
"257","R-HSA-163359","0.1884","0.9274","4","33","1","Glucagon signaling in metabolic regulation","GNG5::GNG7::GNG13::PRKACG"
"258","R-HSA-74160","0.189","0.8394","106","1422","1","Gene expression (Transcription)","CDK5::SAP18::RRAGB::CITED2::POLR3F::ZNF268::RNPS1::YWHAQ::CHEK1::COX20::ZNF543::ZNF440::PLK3::COX6C::PIWIL4::ZNF785::ZNF563::ZNF555::ZNF550::ZNF92::POLR3H::DNMT3B::FANCD2::ZNF25::CNOT1::FOXO3::TNRC6B::NEDD4L::HEY1::FOS::NR5A2::GAMT::SIN3A::NOC2L::MSTN::ZNF619::COX18::GRIN2A::HNF4G::ZNF790::LAMTOR4::MECP2::MOBP::NDUFA4::NFYB::NOTCH4::NUP88::OPRM1::COX16::MED15::PIN1::POLR2I::POLR2L::RBFOX1::PPP2CA::PPP2R1A::FANCI::CNOT11::PRKAA1::ZNF416::NUP133::EAF2::MAPK11::PSMD4::ZNF248::XPO5::ZNF624::TNRC6C::RARA::ZNF704::PERP::NABP1::SNRPD3::SNRPF::TARBP2::TBL1X::ZNF735::U2AF1::UBB::YWHAH::YWHAZ::ZNF12::ZKSCAN1::ZNF124::ZNF133::ZNF213::ZNF223::ZNF557::RPAP2::H2AC18::H3C12::ING5::DPY30::EAF1::CCNK::SAP30::LDB1::ZNF616::ZNF697::EXO1::MTA2::MED23::MED20::NR1D1::EIF4A3::NUP58"
"259","R-HSA-198753","0.1894","0.9399","3","22","1","ERK MAPK targets","PPP2CA::PPP2R1A::MAPK11"
"260","R-HSA-1250196","0.1894","0.9399","3","22","1","SHC1 events in ERBB2 signaling","NRG4::GRB2::PRKCE"
"261","R-HSA-912631","0.1894","0.9399","3","22","1","Regulation of signaling by CBL","CRK::GRB2::UBB"
"262","R-HSA-450302","0.1894","0.9399","3","22","1","activated TAK1 mediates p38 MAPK activation","TAB2::MAPK11::UBB"
"263","R-HSA-113510","0.1894","0.9399","3","22","1","E2F mediated regulation of DNA replication","POLA2::PPP2CA::PPP2R1A"
"264","R-HSA-1482801","0.1894","0.9399","3","22","1","Acyl chain remodelling of PS","OSBPL5::PLA2G4E::PLA2G2E"
"265","R-HSA-392170","0.1894","0.9399","3","22","1","ADP signalling through P2Y purinoceptor 12","GNG5::GNG7::GNG13"
"266","R-HSA-964827","0.1923","0.9865","1","3","1","Progressive trimming of alpha-1,2-linked mannose residues from Man9 8 7GlcNAc2 to produce Man5GlcNAc2","MAN1C1"
"267","R-HSA-5627083","0.1923","0.9865","1","3","1","RHO GTPases regulate CFTR trafficking","GOPC"
"268","R-HSA-1296067","0.1923","0.9865","1","3","1","Potassium transport channels","KCNJ1"
"269","R-HSA-5602571","0.1923","0.9865","1","3","1","TRAF3 deficiency - HSE","TLR3"
"270","R-HSA-173599","0.1923","0.9865","1","3","1","Formation of the active cofactor, UDP-glucuronate","SLC35D1"
"271","R-HSA-5250992","0.1923","0.9865","1","3","1","Toxicity of botulinum toxin type E (BoNT E)","SV2A"
"272","R-HSA-9022927","0.1923","0.9865","1","3","1","MECP2 regulates transcription of genes involved in GABA signaling","MECP2"
"273","R-HSA-5635851","0.1923","0.9865","1","3","1","GLI proteins bind promoters of Hh responsive genes to promote transcription","GLI1"
"274","R-HSA-9034793","0.1923","0.9865","1","3","1","Activated NTRK3 signals through PLCG1","NTF3"
"275","R-HSA-1368071","0.1923","0.9865","1","3","1","NR1D1 (REV-ERBA) represses gene expression","NR1D1"
"276","R-HSA-75896","0.1923","0.9865","1","3","1","Plasmalogen biosynthesis","AGPS"
"277","R-HSA-73843","0.1923","0.9865","1","3","1","5-Phosphoribose 1-diphosphate biosynthesis","PRPS1L1"
"278","R-HSA-190704","0.1923","0.9865","1","3","1","Oligomerization of connexins into connexons","GJB1"
"279","R-HSA-190827","0.1923","0.9865","1","3","1","Transport of connexins along the secretory pathway","GJB1"
"280","R-HSA-175567","0.1923","0.9865","1","3","1","Integration of viral DNA into host genomic DNA","PSIP1"
"281","R-HSA-177539","0.1923","0.9865","1","3","1","Autointegration results in viral DNA circles","PSIP1"
"282","R-HSA-4615885","0.1943","0.9143","5","45","1","SUMOylation of DNA replication proteins","NUP88::CDCA8::NUP133::TOP2B::NUP58"
"283","R-HSA-72312","0.1963","0.8686","17","197","1","rRNA processing","MPHOSPH10::FBL::EXOSC7::RPL13A::RPL36::PELP1::RRP7A::NHP2::RIOK2::EXOSC5::RPS5::RPS21::BYSL::NOC4L::UTP15::LTV1::RRP9"
"284","R-HSA-68886","0.1966","0.8545","29","357","1","M Phase","KIF20A::TUBA1B::SMC2::CENPC::TUBA3E::DYNC1I2::ENSA::PHF8::NCAPD3::CDC26::NIPBL::CENPP::NUP88::ANAPC11::CDCA8::PPP2CA::PPP2R1A::HAUS7::NUP133::RCC2::PSMD4::CENPH::UBB::MIS12::H2AC18::H3C12::CEP78::CEP135::NUP58"
"285","R-HSA-211958","0.1975","0.9554","2","12","1","Miscellaneous substrates","CYP4F3::CYP3A43"
"286","R-HSA-8984722","0.1975","0.9554","2","12","1","Interleukin-35 Signalling","JAK1::CANX"
"287","R-HSA-2160916","0.1975","0.9554","2","12","1","Hyaluronan uptake and degradation","CHP1::HYAL1"
"288","R-HSA-390666","0.1975","0.9554","2","12","1","Serotonin receptors","HTR1F::HTR5A"
"289","R-HSA-381033","0.1975","0.9554","2","12","1","ATF6 (ATF6-alpha) activates chaperones","ATF4::NFYB"
"290","R-HSA-5689877","0.1975","0.9554","2","12","1","Josephin domain DUBs","UBB::ATXN3L"
"291","R-HSA-190861","0.2028","0.9195","4","34","1","Gap junction assembly","TUBA1B::TUBA3E::GJB1::GJC2"
"292","R-HSA-72203","0.2038","0.8581","20","238","1","Processing of Capped Intron-Containing Pre-mRNA","HNRNPR::USP39::RNPS1::DNAJC8::SF3B3::FUS::HNRNPF::HNRNPK::NUP88::LSM7::POLR2I::POLR2L::NUP133::SUGP1::TRA2B::SNRPD3::SNRPF::U2AF1::EIF4A3::NUP58"
"293","R-HSA-70171","0.2039","0.894","7","70","1","Glycolysis","GCKR::NUP88::PPP2CA::PPP2R1A::PRKACG::NUP133::NUP58"
"294","R-HSA-166166","0.2045","0.8837","9","95","1","MyD88-independent TLR4 cascade ","TAB2::FOS::NKIRAS2::NFKB2::PPP2CA::PPP2R1A::MAPK11::UBB::CD14"
"295","R-HSA-937061","0.2045","0.8837","9","95","1","TRIF(TICAM1)-mediated TLR4 signaling ","TAB2::FOS::NKIRAS2::NFKB2::PPP2CA::PPP2R1A::MAPK11::UBB::CD14"
"296","R-HSA-983189","0.2063","0.8989","6","58","1","Kinesins","KIF20A::TUBA1B::TUBA3E::KIF1B::KIF5A::KIF22"
"297","R-HSA-2142753","0.2063","0.8989","6","58","1","Arachidonic acid metabolism","PRXL2B::PTGR2::CYP1B1::FAAH::CYP4F3::PTGS1"
"298","R-HSA-9024446","0.2066","0.9068","5","46","1","NR1H2 and NR1H3-mediated signaling","TNRC6B::TNRC6C::TBL1X::NRIP1::ABCG1"
"299","R-HSA-212676","0.2074","0.931","3","23","1","Dopamine Neurotransmitter Release Cycle","CPLX1::SYN3::CASK"
"300","R-HSA-5260271","0.2074","0.931","3","23","1","Diseases of Immune System","NFKB2::TLR3::CD14"
"301","R-HSA-5602358","0.2074","0.931","3","23","1","Diseases associated with the TLR signaling cascade","NFKB2::TLR3::CD14"
"302","R-HSA-73980","0.2074","0.931","3","23","1","RNA Polymerase III Transcription Termination","POLR3F::POLR3H::POLR2L"
"303","R-HSA-8949215","0.2074","0.931","3","23","1","Mitochondrial calcium ion transport","YME1L1::LETM1::MCUB"
"304","R-HSA-174048","0.2074","0.931","3","23","1","APC C-Cdc20 mediated degradation of Cyclin B","CDC26::ANAPC11::UBB"
"305","R-HSA-400508","0.2074","0.931","3","23","1","Incretin synthesis, secretion, and inactivation","CDX2::SEC11A::GNG13"
"306","R-HSA-2467813","0.2087","0.8607","16","186","1","Separation of Sister Chromatids","TUBA1B::CENPC::TUBA3E::DYNC1I2::CDC26::CENPP::ANAPC11::CDCA8::PPP2CA::PPP2R1A::NUP133::RCC2::PSMD4::CENPH::UBB::MIS12"
"307","R-HSA-9609507","0.2099","0.864","14","160","1","Protein localization","CHCHD4::GRPEL2::CRAT::CYB5A::NUDT7::ATP5F1A::ACOX1::CHCHD3::CMC2::PEX2::STX5::UBB::ACOX3::AGPS"
"308","R-HSA-1445148","0.2139","0.8873","7","71","1","Translocation of SLC2A4 (GLUT4) to the plasma membrane","TUBA1B::YWHAQ::TUBA3E::RALGAPB::EXOC4::YWHAH::YWHAZ"
"309","R-HSA-8978868","0.2157","0.8573","15","174","1","Fatty acid metabolism","PRXL2B::CRAT::PTGR2::CYP1B1::DBI::DECR1::FAAH::NUDT7::CYP4F3::ACOX1::ACOXL::PPT1::PTGS1::ACOX3::MCEE"
"310","R-HSA-375276","0.2209","0.8512","16","188","1","Peptide ligand-binding receptors","F2R::FPR3::CXCL2::HCRTR1::QRFP::CXCL9::MLN::NPY2R::NTS::OPRM1::PPBP::NPY4R::NMUR2::CXCL6::PROK1::GALR3"
"311","R-HSA-68884","0.2234","0.9449","2","13","1","Mitotic Telophase Cytokinesis","KIF20A::NIPBL"
"312","R-HSA-202670","0.2234","0.9449","2","13","1","ERKs are inactivated","PPP2CA::PPP2R1A"
"313","R-HSA-171007","0.2234","0.9449","2","13","1","p38MAPK events","MAPK11::RALGDS"
"314","R-HSA-937039","0.2234","0.9449","2","13","1","IRAK1 recruits IKK complex","PELI2::UBB"
"315","R-HSA-975144","0.2234","0.9449","2","13","1","IRAK1 recruits IKK complex upon TLR7 8 or 9 stimulation","PELI2::UBB"
"316","R-HSA-2995383","0.2234","0.9449","2","13","1","Initiation of Nuclear Envelope Reformation","PPP2CA::PPP2R1A"
"317","R-HSA-2995410","0.2234","0.9449","2","13","1","Nuclear Envelope Reassembly","PPP2CA::PPP2R1A"
"318","R-HSA-5627123","0.2258","0.9215","3","24","1","RHO GTPases activate PAKs","CTTN::MYLK::MYH14"
"319","R-HSA-379716","0.2258","0.9215","3","24","1","Cytosolic tRNA aminoacylation","DARS1::VARS1::WARS1"
"320","R-HSA-392451","0.2258","0.9215","3","24","1","G beta-gamma signalling through PI3Kgamma","GNG5::GNG7::GNG13"
"321","R-HSA-176033","0.2324","0.9023","4","36","1","Interactions of Vpr with host cellular proteins","PSIP1::NUP88::NUP133::NUP58"
"322","R-HSA-73857","0.2332","0.8006","95","1286","1","RNA Polymerase II Transcription","CDK5::RRAGB::CITED2::ZNF268::RNPS1::YWHAQ::CHEK1::COX20::ZNF543::ZNF440::PLK3::COX6C::ZNF785::ZNF563::ZNF555::ZNF550::ZNF92::FANCD2::ZNF25::CNOT1::FOXO3::TNRC6B::NEDD4L::HEY1::FOS::NR5A2::GAMT::SIN3A::NOC2L::MSTN::ZNF619::COX18::GRIN2A::HNF4G::ZNF790::LAMTOR4::MECP2::MOBP::NDUFA4::NFYB::NOTCH4::OPRM1::COX16::MED15::PIN1::POLR2I::POLR2L::RBFOX1::PPP2CA::PPP2R1A::FANCI::CNOT11::PRKAA1::ZNF416::EAF2::MAPK11::PSMD4::ZNF248::ZNF624::TNRC6C::RARA::ZNF704::PERP::NABP1::SNRPD3::SNRPF::TBL1X::ZNF735::U2AF1::UBB::YWHAH::YWHAZ::ZNF12::ZKSCAN1::ZNF124::ZNF133::ZNF213::ZNF223::ZNF557::RPAP2::H2AC18::H3C12::ING5::DPY30::EAF1::CCNK::LDB1::ZNF616::ZNF697::EXO1::MTA2::MED23::MED20::NR1D1::EIF4A3"
